id, fp10, fp11, fp12, fp13, fp14, fp15, fp16, fp17, fp18, fp19, fp20
215, 0.2240, 0.2342, 0.2224, 0.2568, 0.2777, 0.2868, 0.3326, 0.4236, 0.4868, 0.5148, 0.5370
216, 0.3217, 0.4202, 0.5137, 0.5681, 0.6013, 0.6057, 0.6128, 0.5999, 0.5946, 0.5923, 0.5881
217, 0.3211, 0.3844, 0.4592, 0.5025, 0.5550, 0.5737, 0.5887, 0.5966, 0.5800, 0.5779, 0.5739
218, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
219, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
220, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
221, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
222, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
223, 0.2002, 0.1804, 0.1944, 0.1879, 0.1982, 0.2173, 0.2223, 0.2308, 0.2551, 0.3262, 0.3910
224, 0.2646, 0.2923, 0.3193, 0.3416, 0.3397, 0.3919, 0.4430, 0.4911, 0.5330, 0.5475, 0.5563
225, 0.1712, 0.1642, 0.1517, 0.1614, 0.1651, 0.1556, 0.1958, 0.2094, 0.2193, 0.2252, 0.2170
226, 0.2405, 0.2429, 0.2344, 0.2805, 0.2945, 0.3034, 0.4153, 0.4877, 0.5205, 0.5359, 0.5575
227, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
228, 0.2682, 0.2915, 0.3321, 0.3465, 0.3579, 0.3658, 0.4446, 0.4981, 0.5215, 0.5530, 0.5567
229, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
230, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
231, 0.2549, 0.2513, 0.2859, 0.3253, 0.3311, 0.3315, 0.4133, 0.4647, 0.4949, 0.5135, 0.5358
232, 0.1533, 0.1507, 0.1428, 0.1370, 0.1460, 0.1481, 0.1419, 0.1588, 0.1761, 0.1904, 0.1955
233, 0.1294, 0.1044, 0.0877, 0.0954, 0.1039, 0.1088, 0.1197, 0.1279, 0.1309, 0.1298, 0.1254
234, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
235, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
236, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
237, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
238, 0.2501, 0.2905, 0.3059, 0.3142, 0.4024, 0.4491, 0.4971, 0.5312, 0.5655, 0.5982, 0.5958
239, 0.2275, 0.2212, 0.2210, 0.2501, 0.2602, 0.2257, 0.2924, 0.3735, 0.4223, 0.4609, 0.5069
240, 0.1907, 0.1896, 0.1956, 0.1751, 0.2030, 0.2208, 0.2399, 0.2346, 0.2666, 0.3578, 0.4070
241, 0.1946, 0.1917, 0.1918, 0.1929, 0.2087, 0.2173, 0.2193, 0.2044, 0.2518, 0.3217, 0.3719
242, 0.3645, 0.3806, 0.4882, 0.5221, 0.5451, 0.5673, 0.5819, 0.5780, 0.5665, 0.5623, 0.5581
243, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
244, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
245, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
